stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code,tts_stop_name
2498853,40461,Kerner Blvd & Bahia Way,,37.964417,-122.501236,,,0,,,1,,Kerner Boulevard & Bahia Way
2498852,40463,Kerner Blvd & Larkspur St,,37.962776,-122.502007,,,0,,,1,,Kerner Boulevard & Larkspur Street
2498851,40465,Kerner Blvd btwn 3140 & 3160,,37.958751,-122.501191,,,0,,,1,,Kerner Boulevard  between thirty one forty & thirty one sixty
2498726,40466,Bellam Blvd & Lisbon St,,37.96121,-122.503542,,,0,,,1,,Bellam Boulevard & Lisbon Street
2505828,40467,Bellam Blvd & Francisco Blvd E,,37.960659,-122.50441,,,0,,,,,Bellam Boulevard & Francisco Boulevard East
498046,40471,E Sir Francis Drake Blvd & Larkspur Landing,,37.94603,-122.510811,,,0,,,1,,East Sir Francis Drake Boulevard & Larkspur Landing
233812,40472,Sir Francis Drake Blvd & San Anselmo Ave,,37.986454,-122.576797,,,0,,,1,,Sir Francis Drake Boulevard & San Anselmo Avenue
232723,40473,Sir Francis Drake Blvd & Butterfield Rd,,37.986843,-122.578461,,,0,,,,,Sir Francis Drake Boulevard & Butterfield Road
233538,40474,Archie Williams HS-Sir Francis Drake & Ash Ave,,37.985386,-122.574287,,,0,,,1,,Archie Williams High School -Sir Francis Drake & Ash Avenue
232712,40475,Sir Francis Drake Blvd & Broadmoor Ave,,37.985966,-122.575172,,,0,,,1,,Sir Francis Drake Boulevard & Broadmoor Avenue
233818,40476,Sir Francis Drake Blvd & Tamal Ave,,37.982178,-122.568779,,,0,,,1,,Sir Francis Drake Boulevard & Tamil Avenue
232707,40478,Sir Francis Drake Blvd & Aspen Ct,,37.984692,-122.572815,,,0,,,,,Sir Francis Drake Boulevard & Aspen Court
233820,40479,Sir Francis Drake Blvd & Sais Ave,,37.980919,-122.566727,,,0,,,1,,Sir Francis Drake Boulevard & Sais Avenue
232700,40480,Sir Francis Drake Blvd & San Francisco Blvd,,37.982559,-122.569214,,,0,,,1,,Sir Francis Drake Boulevard & San Francisco boulevard
233630,40481,Sir Francis Drake Blvd & Sunnyhills Dr,,37.981255,-122.567055,,,0,,,1,,Sir Francis Drake Boulevard & Sunnyhills Drive
232689,40482,Sir Francis Drake Blvd & Madrone Ave,,37.978928,-122.564117,,,0,,,1,,Sir Francis Drake Boulevard & Madrone Avenue
233823,40483,Sir Francis Drake Blvd & Madrone Ave,,37.97879,-122.564331,,,0,,,1,,Sir Francis Drake Boulevard & Madrone Avenue
233565,40484,San Anselmo Hub,,37.976546,-122.562841,,,0,,,1,,San Anselmo Hub
498083,40485,Sir Francis Drake Blvd & Ross Av,,37.97242,-122.561714,,,0,,,,,Sir Francis Drake Boulevard & Ross Avenue
498082,40486,Sir Francis Drake Blvd & Barber Av,,37.972816,-122.561523,,,0,,,1,,Sir Francis Drake Boulevard & Barber Avenue
498084,40487,Sir Francis Drake Blvd & Bolinas Av,,37.96936,-122.560661,,,0,,,1,,Sir Francis Drake Boulevard & Bolinas Avenue
498081,40488,Sir Francis Drake Blvd & Bolinas Rd,,37.969749,-122.560486,,,0,,,1,,Sir Francis Drake Boulevard & Bolinas Road
233583,40489,Red Hill Ave & Sequoia Dr,,37.976394,-122.554189,,,0,,,,,Red Hill Avenue & Sequoia Drive
232645,40490,Red Hill Ave & Sequoia Dr,,37.976644,-122.554633,,,0,,,1,,Red Hill Avenue & Sequoia Drive
233888,40512,Sir Francis Drake Blvd & Olema Rd,,38.000221,-122.604134,,,0,,,,,Sir Francis Drake Boulevard & Olema Road
233642,40513,Sir Francis Drake Blvd & Glen Dr,,38.00037040648327,-122.6037136,,,0,,,,,Sir Francis Drake Boulevard & Glen Drive
256446,40514,Sir Francis Drake Blvd & Alhambra Circle,,37.999081,-122.600449,,,0,,,1,,Sir Francis Drake Boulevard & Alhambra Circle
233637,40515,Sir Francis Drake Blvd & Alhambra Circle,,37.999207,-122.60041,,,0,,,,,Sir Francis Drake Boulevard & Alhambra Circle
233895,40516,Sir Francis Drake Blvd At Drake Manor Apts,,37.99704,-122.599068,,,0,,,1,,Sir Francis Drake Boulevard At Drake Manor Apartments
232775,40517,Sir Francis Drake Blvd At Drake Manor Apts,,37.997185,-122.599068,,,0,,,1,,Sir Francis Drake Boulevard At Drake Manor Apartments
233485,40518,Sir Francis Drake Blvd & Oak Manor Dr,,37.995659,-122.596703,,,0,,,1,,Sir Francis Drake Boulevard & Oak Manor Drive
232768,40519,Sir Francis Drake Blvd & Oak Manor Dr,,37.995628,-122.596413,,,0,,,,,Sir Francis Drake Boulevard & Oak Manor Drive
233488,40520,Sir Francis Drake Blvd & Marin Rd,,37.993378,-122.594208,,,0,,,1,,Sir Francis Drake Boulevard & Muhrin Road
232764,40521,Sir Francis Drake Blvd & Oak Tree Ln,,37.993793,-122.594345,,,0,,,1,,Sir Francis Drake Boulevard & Oak Tree Lane
233498,40522,Sir Francis Drake Blvd & Claus Dr,,37.987301,-122.588791,,,0,,,1,,Sir Francis Drake Boulevard & Claus Drive
232743,40523,Broadway Blvd & Bolinas Ave,,37.987087,-122.588791,,,0,,,1,,Broadway Boulevard & Bolinas Avenue
233491,40524,Sir Francis Drake Blvd & Broadway,,37.989788,-122.591644,,,0,,,1,,Sir Francis Drake Boulevard & Broadway
232759,40525,Sir Francis Drake Blvd & Marinda Dr,,37.990063,-122.591568,,,0,,,1,,Sir Francis Drake Boulevard & Muhrinda Drive
233506,40526,Sir Francis Drake Blvd & Kent Ave,,37.986561,-122.580917,,,0,,,1,,Sir Francis Drake Boulevard & Kent Avenue
232730,40527,Sir Francis Drake Blvd & Willow Ave,,37.986713,-122.582748,,,0,,,1,,Sir Francis Drake Boulevard & Willow Avenue
229974,40528,Las Gallinas Av & Cedar Hill Dr,,38.025276,-122.548393,,,0,,,,,Las Gallinas Avenue & Cedar Hill Drive
229746,40529,Las Gallinas Av & Santiago Way,,38.024994,-122.54821,,,0,,,,,Las Gallinas Avenue & Santiago Way
229841,40530,Las Gallinas Av & Maple Hill Dr,,38.022488,-122.55014,,,0,,,,,Las Gallinas Avenue & Maple Hill Drive
229741,40531,Las Gallinas Av & Skyview Terrace,,38.022205,-122.54995,,,0,,,,,Las Gallinas Avenue & Skyview Terrace
229845,40532,Las Gallinas Av & Park Ridge Av,,38.01902,-122.551689,,,0,,,,,Las Gallinas Avenue & Park Ridge Avenue
229921,40533,Las Gallinas Av & Montevideo Way,,38.019073,-122.551247,,,0,,,,,Las Gallinas Avenue & Montevideo Way
229854,40534,Las Gallinas Av & Las Colindas Rd,,38.013268,-122.549515,,,0,,,1,,Las Gallinas Avenue & Las Colindas Road
229730,40535,Las Gallinas Av & Las Colindas Rd,,38.013096,-122.54921,,,0,,,1,,Las Gallinas Avenue & Las Colindas Road
238210,40536,Las Gallinas Av & Holly Dr,,38.0103,-122.548973,,,0,,,,,Las Gallinas Avenue & Holly Drive
238161,40537,Las Gallinas Av & Oleander Dr,,38.011395,-122.548645,,,0,,,1,,Las Gallinas Avenue & Oleander Drive
229712,40546,Manuel T Freitas Pkwy & Montecillo Rd,,38.011745,-122.561073,,,0,,,,,Manuel T Freitas Parkway & Montehseeo Road
238224,40548,Manuel T Freitas Pkwy & Del Ganado Rd,,38.012707,-122.558533,,,0,,,1,,Manuel T Freitas Parkway & Del Gahnaado Road
229704,40549,Manuel T Freitas Pkwy & Del Ganado Rd,,38.01292,-122.559372,,,0,,,1,,Manuel T Freitas Parkway & Del Gahnaado Road
484107,40551,Manuel T Freitas Pkwy & Las Pavadas Av,,38.011406,-122.555374,,,0,,,1,,Manuel T Freitas Parkway & Las Pavahdas Avenue
229701,40552,Manuel T Freitas Pkwy & Las Pavadas Av,,38.011837,-122.555412,,,0,,,1,,Manuel T Freitas Parkway & Las Pavahdas Avenue
229696,40553,Manuel T Freitas Pkwy & Las Gallinas Av,,38.009735,-122.549629,,,0,,,,,Manuel T Freitas Parkway & Las Gallinas Avenue
229914,40556,Las Gallinas Ave & Nova Albion Way,,38.008488,-122.54921,,,0,,,,,Las Gallinas Avenue & Nova Albion Way
352652,40557,Montecillo Rd At Kaiser Hospital Lot C,,38.00552,-122.554657,,,0,,,1,,Montehseeo Road At Kaiser Hospital Lot C
352152,40558,Nova Albion Way & Arias St,,38.006721,-122.550018,,,0,,,1,,Nova Albion Way & Arias Street
352491,40560,Nova Albion Way & Montecillo Rd,,38.004108,-122.5522,,,0,,,,,Nova Albion Way & Montehseeo Road
352502,40561,Nova Albion Way & Arias St,,38.007034,-122.549606,,,0,,,,,Nova Albion Way & Arias Street
229866,40562,Las Gallinas Ave & Northgate Dr,,38.00669929,-122.5458137,,,0,,,1,,Las Gallinas Avenue & Northgate Drive
229685,40563,Las Gallinas Ave & Northgate Dr,,38.006889,-122.546242,,,0,,,,,Las Gallinas Avenue & Northgate Drive
229872,40564,Las Gallinas Ave at Northgate Mall,,38.005165,-122.541908,,,0,,,1,,Las Gallinas Avenue at Northgate Mall
229679,40565,Las Gallinas Ave & Northgate Mall,,38.004673,-122.541786,,,0,,,1,,Las Gallinas Avenue & Northgate Mall
229881,40566,Los Ranchitos Rd & Northgate Dr,,38.00135,-122.542656,,,0,,,1,,Los Ranchitos Road & Northgate Drive
229672,40567,Los Ranchitos Rd & Northgate Dr,,38.001068,-122.542358,,,0,,,1,,Los Ranchitos Road & Northgate Drive
1876667,40569,Freitas Pkwy & Northgate Dr,,38.00836081,-122.5454531,,,0,,,1,,Freitas Parkway & Northgate Drive
483942,40570,Terra Linda High School,,37.999966,-122.552696,,,0,,,1,,Terra Linda High School
229886,40571,Los Ranchitos Rd & Golden Hinde Blvd,,37.998405,-122.54171,,,0,,,1,,Los Ranchitos Road & Golden Highnd boulevard
350369,40572,Los Ranchitos Rd & Golden Hinde Blvd,,37.998249,-122.541519,,,0,,,1,,Los Ranchitos Road & Golden Highnd boulevard
229582,40573,Los Ranchitos Rd & Circle Rd,,37.994781,-122.541023,,,0,,,,,Los Ranchitos Road & Circle Road
229662,40574,Los Ranchitos Rd & Circle Rd,,37.994881,-122.540924,,,0,,,,,Los Ranchitos Road & Circle Road
229588,40575,Los Ranchitos Rd & Ranch Rd,,37.992405,-122.536407,,,0,,,,,Los Ranchitos Road & Ranch Road
237374,40576,Los Ranchitos Rd & Ranch Rd,,37.992523,-122.536598,,,0,,,,,Los Ranchitos Road & Ranch Road
1868652,40578,N San Pedro Rd & Merrydale Rd,,37.993748,-122.533798,,,0,,,,,North San Pedro Road & Merrydale Road
71918,40579,N San Pedro Rd & Merrydale Rd,,37.993404,-122.534599,,,0,,,,,North San Pedro Road & Merrydale Road
352611,40580,Merrydale Rd & N San Pedro Rd,,37.994591,-122.534233,,,0,,,,,Merrydale Road & North San Pedro Road
1875519,40581,Hwy 101 @ N San Pedro Rd Bus Pad,,37.995296,-122.533456,,,0,,,1,,Highway one o one at North San Pedro Road Bus Pad
1875270,40582,Hwy 101 @ N San Pedro Rd Bus Pad,,37.995542,-122.532673,,,0,,,1,,Highway one o one at North San Pedro Road Bus Pad
70991,40583,Vendola Dr & Estancia Way,,38.01273,-122.509499,,,0,,,,,Vendola Drive & Estancia Way
237330,40584,Adrian Way & La Brea Way,,38.013306,-122.514198,,,0,,,,,Adrian Way & La Brea Way
237336,40585,Civic Center Dr & N San Pedro Rd,,37.997349,-122.528732,,,0,,,1,,Civic Center Drive & North San Pedro Road
237372,40586,Civic Center Dr & N San Pedro Rd,,37.997112,-122.528999,,,0,,,1,,Civic Center Drive & North San Pedro Road
352104,40587,Civic Center Dr & Mcinnis Pkwy (Civic Center SMART),,38.00142725,-122.5364229,,,0,,,1,,Civic Center Drive & Mcinnis Parkway (Civic Center SMART)
71897,40588,Adrian Way & Rosal Way,,38.012482,-122.515984,,,0,,,,,Adrian Way & Rosal Way
352558,40589,Civic Center Dr & Mcinnis Pkwy (Civic Center SMART),,38.00129047,-122.5364881,,,0,,,1,,Civic Center Drive & Mcinnis Parkway (Civic Center SMART)
237333,40590,La Pasada Way & N San Pedro Rd,,38.011005,-122.517761,,,0,,,,,La Pasada Way & North San Pedro Road
71902,40592,N San Pedro Rd & Mabry Way,,38.008553,-122.519997,,,0,,,1,,North San Pedro Road & Mabry Way
71882,40593,N San Pedro Rd & Crestview Dr,,38.009163,-122.51947,,,0,,,,,North San Pedro Road & Crestview Drive
71906,40594,N San Pedro Rd & Meadow Dr,,38.005878,-122.519203,,,0,,,,,North San Pedro Road & Meadow Drive
71878,40595,N San Pedro Rd & Meadow Dr,,38.006218,-122.51886,,,0,,,,,North San Pedro Road & Meadow Drive
71907,40596,N San Pedro Rd & Schmidt Ln,,38.004326,-122.520599,,,0,,,,,North San Pedro Road & Schmidt Lane
237328,40597,N San Pedro Rd & Schmidt Ln,,38.004623,-122.520065,,,0,,,,,North San Pedro Road & Schmidt Lane
71910,40598,N San Pedro Rd & Meriam Dr,,38.001831,-122.522476,,,0,,,,,North San Pedro Road & Meriam Drive
237327,40599,N San Pedro Rd & Woodoaks Dr,,38.002151,-122.521965,,,0,,,1,,North San Pedro Road & Woodoaks Drive
238265,40600,N San Pedro Rd & Roosevelt Av,,37.99945147130927,-122.5250386,,,0,,,,,North San Pedro Road & Roosevelt Avenue
71875,40601,N San Pedro Rd & Roosevelt Av,,37.999584,-122.524689,,,0,,,1,,North San Pedro Road & Roosevelt Avenue
71912,40602,N San Pedro Rd & Jefferson Av,,37.997963,-122.526932,,,0,,,,,North San Pedro Road & Jefferson Avenue
71874,40603,N San Pedro Rd & Garden Av,,37.997311,-122.527489,,,0,,,,,North San Pedro Road & Garden Avenue
229633,40605,Marin Civic Center-Judge Haley Dr & Civic Ctr Dr,,37.998161,-122.531097,,,0,,,1,,Muhrin Civic Center-Judge Haley Drive & Civic Court Drive
1876666,40606,Hwy 101 @ Lucas Valley Rd Bus Pad,,38.020528,-122.53982,,,0,,,1,,Highway one o one at Lucas Valley Road Bus Pad
1876395,40607,Hwy 101 @ Smith Ranch Rd Bus Pad,,38.02008,-122.539141,,,0,,,1,,Highway one o one at Smith Ranch Road Bus Pad
229776,40638,Miller Creek Rd & Las Gallinas Av,,38.032578,-122.544014,,,0,,,,,Miller Creek Road & Las Gallinas Avenue
229780,40640,Miller Creek Rd & Marinwood Av,,38.03332950599249,-122.540512,,,0,,,1,,Miller Creek Road & Muhrin would Avenue
352347,40641,Miller Creek Rd & Marinwood Av,,38.033512,-122.540741,,,0,,,,,Miller Creek Road & Muhrin would Avenue
352373,40644,Las Gallinas Av & Elvia Ct,,38.029091,-122.545921,,,0,,,1,,Las Gallinas Avenue & Elvia Court
483574,40645,Las Gallinas Av & Elvia Ct,,38.028706,-122.545929,,,0,,,1,,Las Gallinas Avenue & Elvia Court
352378,40646,Las Gallinas Av & Ellen Dr,,38.026943,-122.547318,,,0,,,1,,Las Gallinas Avenue & Ellen Drive
483573,40647,Las Gallinas Av & Ellen Dr,,38.026684,-122.54731,,,0,,,,,Las Gallinas Avenue & Ellen Drive
484095,40648,Las Gallinas Av & Miller Creek Rd,,38.032425,-122.544685,,,0,,,1,,Las Gallinas Avenue & Miller Creek Road
483989,40655,San Marin Dr & Redwood Blvd,,38.118885,-122.56749,,,0,,,1,,San Muhrin Drive & Redwood boulevard
483917,40656,San Marin Dr & Redwood Blvd,,38.118454,-122.567421,,,0,,,,,San Muhrin Drive & Redwood boulevard
483992,40657,San Marin Dr & Simmons Ln,,38.121693,-122.584953,,,0,,,,,San Muhrin Drive & Simmons Lane
483914,40658,San Marin Dr & Simmons Ln,,38.121441,-122.58448,,,0,,,1,,San Muhrin Drive & Simmons Lane
483993,40659,San Marin Dr & Sereno Way,,38.124477,-122.587715,,,0,,,,,San Muhrin Drive & Sereno Way
483913,40660,San Marin Dr & Sereno Way,,38.124256,-122.587769,,,0,,,,,San Muhrin Drive & Sereno Way
483912,40669,San Marin Dr & San Andreas Dr,,38.122116,-122.602119,,,0,,,,,San Muhrin Drive & San Andreas Drive
483906,40670,San Marin Dr & San Andreas Dr,,38.12191,-122.602013,,,0,,,1,,San Muhrin Drive & San Andreas Drive
483903,40671,San Marin Dr & San Ramon Way,,38.121792,-122.604507,,,0,,,,,San Muhrin Drive & San Ramon Way
483902,40672,San Marin Dr & San Ramon Way,,38.121635,-122.60405,,,0,,,1,,San Muhrin Drive & San Ramon Way
483800,40673,San Marin High School,,38.118832,-122.609337,,,0,,,,,San Muhrin High School
483799,40674,San Marin High School,,38.118809,-122.609055,,,0,,,,,San Muhrin High School
483801,40675,Novato Blvd & Eucalyptus Av,,38.114239,-122.60334,,,0,,,1,,Novato Boulevard & Eucalyptus Avenue
483798,40676,Novato Blvd & Eucalyptus Av,,38.114868,-122.604073,,,0,,,1,,Novato Boulevard & Eucalyptus Avenue
483802,40677,Novato Blvd & Oliva Dr,,38.112118,-122.59758,,,0,,,1,,Novato Boulevard & Oliva Drive
483797,40678,Novato Blvd & Oliva Dr,,38.112167,-122.597328,,,0,,,1,,Novato Boulevard & Oliva Drive
483803,40679,Novato Blvd & Wilson Ct,,38.112076,-122.593193,,,0,,,,,Novato Boulevard & Wilson Court
483796,40680,Novato Blvd & Wilson Ct,,38.111908,-122.59153,,,0,,,1,,Novato Boulevard & Wilson Court
483804,40681,Novato Blvd & Mcclay Rd,,38.110035,-122.587616,,,0,,,,,Novato Boulevard & Mcclay Road
483795,40682,Novato Blvd & Mcclay Rd,,38.110126,-122.587547,,,0,,,1,,Novato Boulevard & Mcclay Road
483805,40683,Novato Blvd & Grant Av,,38.108364,-122.5839,,,0,,,1,,Novato Boulevard & Grant Avenue
483794,40684,Novato Blvd & Grant Av,,38.108662,-122.58429,,,0,,,1,,Novato Boulevard & Grant Avenue
483850,40686,Seventh St & Novato Blvd,,38.106449,-122.57872,,,0,,,1,,Seventh Street & Novato boulevard
483793,40687,Novato Blvd & Seventh St,,38.106853,-122.580208,,,0,,,1,,Novato Boulevard & Seventh Street
483807,40688,Seventh St & Grant Av,,38.108902,-122.578255,,,0,,,1,,Seventh Street & Grant Avenue
483792,40689,Seventh St & Grant Av,,38.108772,-122.578407,,,0,,,1,,Seventh Street & Grant Avenue
483808,40690,Grant Av & Fifth St,,38.108608,-122.575706,,,0,,,1,,Grant Avenue & Fifth Street
483791,40691,Grant Av & Fifth St,,38.108795,-122.576073,,,0,,,1,,Grant Avenue & Fifth Street
483809,40692,Grant Av & Second St,,38.107944,-122.572495,,,0,,,1,,Grant Avenue & Second Street
483790,40693,Grant Av & Second St,,38.108074,-122.572586,,,0,,,1,,Grant Avenue & Second Street
484449,40694,Redwood Blvd & Olive Ave,,38.11118,-122.569038,,,0,,,,,Redwood Boulevard & Olive Avenue
483940,40695,Redwood Blvd & Olive Ave,,38.111408,-122.568545,,,0,,,1,,Redwood Boulevard & Olive Avenue
2962126,40696,Redwood Blvd & Grant Ave,,38.106438,-122.570629,,,0,,,,,Redwood Boulevard & Grant Avenue
2962965,40697,Redwood Blvd & Grant Ave,,38.106571,-122.570611,,,0,,,1,,Redwood Boulevard & Grant Avenue
2505825,40698,DeLong Ave & Reichert Ave,,38.10549,-122.566457,,,0,,,1,,DeLong Avenue & Reichert Avenue
2504922,40699,DeLong Ave & Reichert Ave,,38.105602,-122.566001,,,0,,,1,,DeLong Avenue & Reichert Avenue
483811,40700,Diablo Av & George St,,38.104248,-122.572015,,,0,,,1,,Diablo Avenue & George Street
483788,40701,Diablo Av & George St,,38.10379,-122.572239,,,0,,,1,,Diablo Avenue & George Street
483812,40702,S Novato Blvd & Diablo Av,,38.102352,-122.572871,,,0,,,1,,South Novato Boulevard & Diablo Avenue
483787,40703,S Novato Blvd & Diablo Av,,38.102403,-122.572605,,,0,,,1,,South Novato Boulevard & Diablo Avenue
483813,40704,S Novato Blvd & Joan Av,,38.099461,-122.571083,,,0,,,,,South Novato Boulevard & Joan Avenue
483786,40705,S Novato Blvd & Lauren Av,,38.097217,-122.569579,,,0,,,1,,South Novato Boulevard & Lauren Avenue
483814,40706,S Novato Blvd & Arthur St,,38.091909,-122.567646,,,0,,,1,,South Novato Boulevard & Arthur Street
483785,40707,S Novato Blvd & Arthur St,,38.092632,-122.567669,,,0,,,1,,South Novato Boulevard & Arthur Street
483817,40708,S Novato Blvd & Rowland Blvd,,38.087698,-122.56506,,,0,,,,,South Novato Boulevard & Rowland boulevard
483775,40709,S Novato Blvd & Rowland Blvd,,38.089048,-122.565761,,,0,,,1,,South Novato Boulevard & Rowland boulevard
483818,40710,S Novato Blvd & Sunset Pkwy,,38.085407,-122.56208,,,0,,,1,,South Novato Boulevard & Sunset Parkway
483774,40711,S Novato Blvd & Sunset Pkwy,,38.085561,-122.562087,,,0,,,1,,South Novato Boulevard & Sunset Parkway
484454,40712,S Novato Blvd & Midway Blvd,,38.081168,-122.558504,,,0,,,,,South Novato Boulevard & Midway boulevard
484443,40713,S Novato Blvd & Midway Blvd,,38.081745,-122.558529,,,0,,,1,,South Novato Boulevard & Midway boulevard
484455,40714,S Novato Blvd & Stone Dr,,38.078166,-122.557053,,,0,,,,,South Novato Boulevard & Stone Drive
484442,40715,S Novato Blvd & Stone Dr,,38.078463,-122.557042,,,0,,,1,,South Novato Boulevard & Stone Drive
484456,40716,S Novato Blvd & Redwood Blvd,,38.077404,-122.552372,,,0,,,,,South Novato Boulevard & Redwood boulevard
484441,40717,S Novato Blvd & Redwood Blvd,,38.077581,-122.55157,,,0,,,1,,South Novato Boulevard & Redwood boulevard
483819,40718,Sunset Pkwy & Cambridge St,,38.084274,-122.563026,,,0,,,,,Sunset Parkway & Cambridge Street
483773,40719,Sunset Pkwy & Cambridge St,,38.084148,-122.563057,,,0,,,,,Sunset Parkway & Cambridge Street
483820,40720,Sunset Pkwy & Denlyn St,,38.082222,-122.564049,,,0,,,,,Sunset Parkway & Denlyn Street
483772,40721,Sunset Pkwy & Denlyn St,,38.08215,-122.563988,,,0,,,1,,Sunset Parkway & Denlyn Street
483821,40722,Sunset Pkwy & Midway Blvd,,38.080528,-122.566048,,,0,,,,,Sunset Parkway & Midway boulevard
483771,40723,Sunset Pkwy & Midway Blvd,,38.080456,-122.565926,,,0,,,,,Sunset Parkway & Midway boulevard
483825,40724,Ignacio Blvd & Ulloa Dr,,38.07423,-122.566772,,,0,,,,,Ignacio Boulevard & Ulloa Drive
483770,40725,Sunset Pkwy & Merrit Dr,,38.07584,-122.568192,,,0,,,1,,Sunset Parkway & Merrit Drive
483822,40726,Ignacio Blvd & Sunset Pkwy,,38.074959,-122.568398,,,0,,,1,,Ignacio Boulevard & Sunset Parkway
483823,40727,Ignacio Blvd & Indian Hills Dr,,38.076298,-122.573456,,,0,,,,,Ignacio Boulevard & Indian Hills Drive
483824,40728,Indian Valley College,,38.075791442884274,-122.5765272,,,0,,,1,,Indian Valley College
483826,40729,Ignacio Blvd & Turner Dr,,38.073181,-122.565376,,,0,,,1,,Ignacio Boulevard & Turner Drive
483766,40730,Ignacio Blvd & Turner Dr,,38.073357,-122.565399,,,0,,,1,,Ignacio Boulevard & Turner Drive
483827,40731,Ignacio Blvd & San Jose Blvd,,38.071337,-122.564045,,,0,,,,,Ignacio Boulevard & San Jose boulevard
483765,40732,Ignacio Blvd & San Jose Blvd,,38.071705,-122.564049,,,0,,,1,,Ignacio Boulevard & San Jose boulevard
483828,40733,Ignacio Blvd & Country Club Dr,,38.068596,-122.558212,,,0,,,1,,Ignacio Boulevard & Country Club Drive
483764,40734,Ignacio Blvd & Country Club Dr,,38.068764,-122.55809,,,0,,,,,Ignacio Boulevard & Country Club Drive
483829,40735,Ignacio Blvd & Fairway Dr,,38.068993,-122.553223,,,0,,,1,,Ignacio Boulevard & Fairway Drive
483763,40736,Ignacio Blvd & Fairway Dr,,38.069065,-122.553322,,,0,,,,,Ignacio Boulevard & Fairway Drive
483830,40737,Ignacio Blvd & Palmer Dr,,38.068832,-122.549561,,,0,,,1,,Ignacio Boulevard & Palmer Drive
483762,40738,Ignacio Blvd & Palmer Dr,,38.068928,-122.549797,,,0,,,1,,Ignacio Boulevard & Palmer Drive
483831,40739,Ignacio Blvd & Entrada Dr,,38.068066,-122.545692,,,0,,,1,,Ignacio Boulevard & Entrada Drive
483761,40740,Ignacio Blvd & Entrada Dr,,38.068268,-122.545853,,,0,,,1,,Ignacio Boulevard & Entrada Drive
483832,40741,Pacheco Plaza,,38.066223,-122.542763,,,0,,,,,Pacheco Plaza
483760,40742,Ignacio Blvd At Pacheco Plaza,,38.06648555,-122.54285,,,0,,,,,Ignacio Boulevard At Pacheco Plaza
483833,40743,Ignacio Blvd & Alameda Del Prado,,38.065868,-122.541313,,,0,,,,,Ignacio Boulevard & Alameda Del Prado
483759,40744,Ignacio Blvd & Alameda Del Prado,,38.066078,-122.541466,,,0,,,,,Ignacio Boulevard & Alameda Del Prado
484440,40746,Hwy 101 @ Ignacio Blvd Bus Pad,,38.066802,-122.536991,,,0,,,1,,Highway one o one at Ignacio Boulevard Bus Pad
483834,40748,Alameda Del Prado & Calle Arboleda,,38.062904,-122.535774,,,0,,,,,Alameda Del Prado & Calle Arboleeda
483757,40749,Alameda Del Prado & Calle Arboleda,,38.062885,-122.535622,,,0,,,,,Alameda Del Prado & Calle Arboleeda
483835,40761,Alameda Del Prado & Posada Del Sol,,38.061056572534476,-122.5338825,,,0,,,,,Alameda Del Prado & Posada Del Sol
483756,40762,Alameda Del Prado & Posada Del Sol,,38.06078029138438,-122.5332697,,,0,,,,,Alameda Del Prado & Posada Del Sol
483836,40763,Alameda Del Prado & Los Robles Rd,,38.05957,-122.532234,,,0,,,1,,Alameda Del Prado & Los Robless Road
483755,40764,Alameda Del Prado & Los Robles Rd,,38.059498,-122.53212,,,0,,,,,Alameda Del Prado & Los Robless Road
483837,40765,Alameda del Prado & Hwy 101 SB,,38.04968940650788,-122.5329107,,,0,,,,,Alameda del Prado & Highway one o one Southbound
484459,40766,Alameda Del Prado At Nave Dr,,38.048328,-122.533318,,,0,,,1,,Alameda Del Prado At Nawveh Drive
526451,40767,Nave Dr & Roblar Dr,,38.064449,-122.534775,,,0,,,,,Nawveh Drive & Roblar Drive
484009,40768,Nave Dr & Roblar Dr,,38.064445,-122.534424,,,0,,,1,,Nawveh Drive & Roblar Drive
483843,40770,"Hamilton Main Gate, Nave Dr & Hamilton Main Gate",,38.056206,-122.530174,,,0,,,1,,Hamilton Main Gate - Nawveh Drive & Hamilton Main Gate
483870,40771,Nave Dr & Bolling Dr,,38.050663,-122.530914,,,0,,,1,,Nawveh Drive & Bolling Drive
483838,40772,Nave Dr & Bolling Dr,,38.051685,-122.530594,,,0,,,1,,Nawveh Drive & Bolling Drive
1567578,40773,Hwy 101 @ Alameda Del Prado Bus Pad,,38.049111,-122.532356,,,0,,,1,,Highway one o one at Alameda Del Prado Bus Pad
484008,40774,Nave Dr & Hamilton Pkwy,,38.061897,-122.532921,,,0,,,1,,Nawveh Drive & Hamilton Parkway
484381,40777,Rowland Blvd & Redwood Blvd,,38.091129,-122.561022,,,0,,,1,,Rowland Boulevard & Redwood boulevard
484373,40778,Rowland Blvd & S Novato Blvd,,38.088138,-122.56467,,,0,,,1,,Rowland Boulevard & South Novato boulevard
2505827,40779,Hwy 101 @ Rowland Blvd Bus Pad,,38.09129,-122.560844,,,0,,,1,,Highway one o one at Rowland Boulevard Bus Pad
2503869,40780,Hwy 101 @ Rowland Blvd Bus Pad,,38.093472,-122.557999,,,0,,,1,,Highway one o one at Rowland Boulevard Bus Pad
234496,40781,Shoreline Hwy & Calle del Mar,,37.898464,-122.639961,,,0,,,1,,Shoreline Hwy & Calle del Mar
237390,40782,Shoreline Hwy & Calle del Mar,,37.898552,-122.639671,,,0,,,,,Shoreline Hwy & Calle del Mar
