runs_id,service_id,block_id,run_number,piece_number,start_trip_id,start_stop_id,end_trip_id,end_stop_id
100272,c_15331_b_17959_d_1,1106,272,1,t_287463_b_17959_tn_0,40430,t_287475_b_17959_tn_0,41316
100273,c_15331_b_17959_d_1,1107,273,1,t_287466_b_17959_tn_0,40617,t_287391_b_17959_tn_0,40201
100274,c_15331_b_17959_d_1,1108,274,1,t_287471_b_17959_tn_0,41315,t_314471_b_17959_tn_0,40265
100275,c_15331_b_17959_d_1,1109,275,1,t_287468_b_17959_tn_0,40430,t_314617_b_17959_tn_0,40265
100276,c_15331_b_17959_d_1,1110,276,1,t_287513_b_17959_tn_0,41032,t_314638_b_17959_tn_0,40201
100277,c_15331_b_17959_d_1,1111,277,1,t_383829_b_17959_tn_0,42008,t_287464_b_17959_tn_0,40430
100278,c_15331_b_17959_d_16,1601,278,1,t_287403_b_17959_tn_0,40197,t_287535_b_17959_tn_0,40696
100279,c_15331_b_17959_d_16,1602,279,1,t_314636_b_17959_tn_0,40201,t_287502_b_17959_tn_0,40622
100280,c_15331_b_17959_d_16,1603,280,1,t_287402_b_17959_tn_0,40201,t_287387_b_17959_tn_0,40103
100281,c_15331_b_17959_d_16,1604,281,1,t_287386_b_17959_tn_0,40103,t_287499_b_17959_tn_0,40430
100282,c_15331_b_17959_d_16,1605,282,1,t_287375_b_17959_tn_0,40265,t_314630_b_17959_tn_0,40284
100283,c_15331_b_17959_d_16,1606,283,1,t_287498_b_17959_tn_0,40430,t_287401_b_17959_tn_0,40284
100284,c_15331_b_17959_d_16,1607,284,1,t_287528_b_17959_tn_0,41315,t_315129_b_17959_tn_0,40201
100285,c_15331_b_17959_d_16,1608,285,1,t_287501_b_17959_tn_0,40617,t_287404_b_17959_tn_0,40201
100286,c_15331_b_17959_d_16,1609,286,1,t_287504_b_17959_tn_0,40430,t_287376_b_17959_tn_0,40265
100287,c_15331_b_17959_d_16,1610,287,1,t_287534_b_17959_tn_0,41032,t_314620_b_17959_tn_0,40265
100288,c_15331_b_17959_d_16,1611,288,1,t_383833_b_17959_tn_0,42008,t_287532_b_17959_tn_0,41316
100289,c_15331_b_17959_d_2,1201,289,1,t_287393_b_17959_tn_0,40197,t_314628_b_17959_tn_0,40284
100290,c_15331_b_17959_d_2,1202,290,1,t_314633_b_17959_tn_0,40201,t_287381_b_17959_tn_0,40284
100291,c_15331_b_17959_d_2,1203,291,1,t_287392_b_17959_tn_0,40201,t_287394_b_17959_tn_0,40201
100292,c_15331_b_17959_d_2,1204,292,1,t_288259_b_17959_tn_0,40103,t_315124_b_17959_tn_0,40201
100293,c_15331_b_17959_d_2,1205,293,1,t_287478_b_17959_tn_0,40430,t_314618_b_17959_tn_0,40265
100294,c_15331_b_17959_d_2,1206,294,1,t_287369_b_17959_tn_0,40265,t_287517_b_17959_tn_0,41316
100295,c_15331_b_17959_d_2,1207,295,1,t_287487_b_17959_tn_0,41315,t_287370_b_17959_tn_0,40265
100296,c_15331_b_17959_d_2,1208,296,1,t_287481_b_17959_tn_0,40617,t_287379_b_17959_tn_0,40103
100297,c_15331_b_17959_d_2,1209,297,1,t_287483_b_17959_tn_0,40430,t_287484_b_17959_tn_0,40430
100298,c_15331_b_17959_d_2,1210,298,1,t_287519_b_17959_tn_0,41032,t_287482_b_17959_tn_0,40622
100299,c_15331_b_17959_d_2,1211,299,1,t_383830_b_17959_tn_0,42008,t_287479_b_17959_tn_0,40430
100300,c_15331_b_17959_d_4,1301,300,1,t_287397_b_17959_tn_0,40197,t_315720_b_17959_tn_0,40674
100301,c_15331_b_17959_d_4,1302,301,1,t_287396_b_17959_tn_0,40201,t_287526_b_17959_tn_0,40696
100302,c_15331_b_17959_d_4,1303,302,1,t_314634_b_17959_tn_0,40201,t_316783_b_17959_tn_0,40430
100303,c_15331_b_17959_d_4,1304,303,1,t_287383_b_17959_tn_0,40103,t_287494_b_17959_tn_0,40622
100304,c_15331_b_17959_d_4,1305,304,1,t_287490_b_17959_tn_0,40430,t_287384_b_17959_tn_0,40103
100305,c_15331_b_17959_d_4,1306,305,1,t_287368_b_17959_tn_0,40265,t_287491_b_17959_tn_0,40430
100306,c_15331_b_17959_d_4,1307,306,1,t_287522_b_17959_tn_0,41315,t_287398_b_17959_tn_0,40201
100307,c_15331_b_17959_d_4,1308,307,1,t_287493_b_17959_tn_0,40617,t_315125_b_17959_tn_0,40201
100308,c_15331_b_17959_d_4,1309,308,1,t_287496_b_17959_tn_0,40430,t_287373_b_17959_tn_0,40265
100309,c_15331_b_17959_d_4,1310,309,1,t_287527_b_17959_tn_0,41032,t_314619_b_17959_tn_0,40265
100310,c_15331_b_17959_d_4,1311,310,1,t_383831_b_17959_tn_0,42008,t_315126_b_17959_tn_0,40201
100311,c_15331_b_17959_d_8,1401,311,1,t_288227_b_17959_tn_0,40197,t_287512_b_17959_tn_0,40696
100312,c_15331_b_17959_d_8,1402,312,1,t_314635_b_17959_tn_0,40201,t_288226_b_17959_tn_0,40201
100313,c_15331_b_17959_d_8,1403,313,1,t_288225_b_17959_tn_0,40201,t_315127_b_17959_tn_0,40201
100314,c_15331_b_17959_d_8,1404,314,1,t_288221_b_17959_tn_0,40103,t_314629_b_17959_tn_0,40284
100315,c_15331_b_17959_d_8,1405,315,1,t_288229_b_17959_tn_0,40430,t_288224_b_17959_tn_0,40284
100316,c_15331_b_17959_d_8,1406,316,1,t_287372_b_17959_tn_0,40265,t_287508_b_17959_tn_0,41316
100317,c_15331_b_17959_d_8,1407,317,1,t_287505_b_17959_tn_0,41315,t_288222_b_17959_tn_0,40103
100318,c_15331_b_17959_d_8,1408,318,1,t_288232_b_17959_tn_0,40617,t_288235_b_17959_tn_0,40430
100319,c_15331_b_17959_d_8,1409,319,1,t_288234_b_17959_tn_0,40430,t_288233_b_17959_tn_0,40622
100320,c_15331_b_17959_d_8,1410,320,1,t_383832_b_17959_tn_0,42008,t_288230_b_17959_tn_0,40430
100321,c_15331_b_17959_d_8,1411,321,1,t_287511_b_17959_tn_0,41032,t_316821_b_17959_tn_0,40430
100322,c_15331_b_17960_d_1,1101,322,1,t_287390_b_17960_tn_0,40197,t_287514_b_17960_tn_0,40696
100323,c_15331_b_17960_d_1,1102,323,1,t_314632_b_17960_tn_0,40201,t_287467_b_17960_tn_0,40622
100324,c_15331_b_17960_d_1,1103,324,1,t_287388_b_17960_tn_0,40201,t_314627_b_17960_tn_0,40284
100325,c_15331_b_17960_d_1,1104,325,1,t_288256_b_17960_tn_0,40103,t_287378_b_17960_tn_0,40284
100326,c_15331_b_17960_d_1,1105,326,1,t_287366_b_17960_tn_0,40265,t_314637_b_17960_tn_0,40201
100327,c_15331_b_17960_d_1,1106,327,1,t_287463_b_17960_tn_0,40430,t_287475_b_17960_tn_0,41316
100328,c_15331_b_17960_d_1,1107,328,1,t_287466_b_17960_tn_0,40617,t_287391_b_17960_tn_0,40201
100329,c_15331_b_17960_d_1,1108,329,1,t_287471_b_17960_tn_0,41315,t_314471_b_17960_tn_0,40265
100330,c_15331_b_17960_d_1,1109,330,1,t_287468_b_17960_tn_0,40430,t_314617_b_17960_tn_0,40265
100331,c_15331_b_17960_d_1,1110,331,1,t_287513_b_17960_tn_0,41032,t_314638_b_17960_tn_0,40201
100332,c_15331_b_17960_d_1,1111,332,1,t_383829_b_17960_tn_0,42008,t_287464_b_17960_tn_0,40430
100333,c_15331_b_17960_d_16,1601,333,1,t_287403_b_17960_tn_0,40197,t_287535_b_17960_tn_0,40696
100334,c_15331_b_17960_d_16,1602,334,1,t_314636_b_17960_tn_0,40201,t_287502_b_17960_tn_0,40622
100335,c_15331_b_17960_d_16,1603,335,1,t_287402_b_17960_tn_0,40201,t_287387_b_17960_tn_0,40103
100336,c_15331_b_17960_d_16,1604,336,1,t_287386_b_17960_tn_0,40103,t_287499_b_17960_tn_0,40430
100337,c_15331_b_17960_d_16,1605,337,1,t_287375_b_17960_tn_0,40265,t_314630_b_17960_tn_0,40284
100338,c_15331_b_17960_d_16,1606,338,1,t_287498_b_17960_tn_0,40430,t_287401_b_17960_tn_0,40284
100339,c_15331_b_17960_d_16,1607,339,1,t_287528_b_17960_tn_0,41315,t_315129_b_17960_tn_0,40201
100340,c_15331_b_17960_d_16,1608,340,1,t_287501_b_17960_tn_0,40617,t_287404_b_17960_tn_0,40201
100341,c_15331_b_17960_d_16,1609,341,1,t_287504_b_17960_tn_0,40430,t_287376_b_17960_tn_0,40265
100342,c_15331_b_17960_d_16,1610,342,1,t_287534_b_17960_tn_0,41032,t_314620_b_17960_tn_0,40265
100343,c_15331_b_17960_d_16,1611,343,1,t_383833_b_17960_tn_0,42008,t_287532_b_17960_tn_0,41316
100344,c_15331_b_17960_d_2,1201,344,1,t_287393_b_17960_tn_0,40197,t_314628_b_17960_tn_0,40284
100345,c_15331_b_17960_d_2,1202,345,1,t_314633_b_17960_tn_0,40201,t_287381_b_17960_tn_0,40284
100346,c_15331_b_17960_d_2,1203,346,1,t_287392_b_17960_tn_0,40201,t_287394_b_17960_tn_0,40201
100347,c_15331_b_17960_d_2,1204,347,1,t_288259_b_17960_tn_0,40103,t_315124_b_17960_tn_0,40201
100348,c_15331_b_17960_d_2,1205,348,1,t_287478_b_17960_tn_0,40430,t_314618_b_17960_tn_0,40265
100349,c_15331_b_17960_d_2,1206,349,1,t_287369_b_17960_tn_0,40265,t_287517_b_17960_tn_0,41316
100350,c_15331_b_17960_d_2,1207,350,1,t_287487_b_17960_tn_0,41315,t_287370_b_17960_tn_0,40265
100351,c_15331_b_17960_d_2,1208,351,1,t_287481_b_17960_tn_0,40617,t_287379_b_17960_tn_0,40103
100352,c_15331_b_17960_d_2,1209,352,1,t_287483_b_17960_tn_0,40430,t_287484_b_17960_tn_0,40430
100353,c_15331_b_17960_d_2,1210,353,1,t_287519_b_17960_tn_0,41032,t_287482_b_17960_tn_0,40622
100354,c_15331_b_17960_d_2,1211,354,1,t_383830_b_17960_tn_0,42008,t_287479_b_17960_tn_0,40430
100355,c_15331_b_17960_d_4,1301,355,1,t_287397_b_17960_tn_0,40197,t_315720_b_17960_tn_0,40674
100356,c_15331_b_17960_d_4,1302,356,1,t_287396_b_17960_tn_0,40201,t_287526_b_17960_tn_0,40696
100357,c_15331_b_17960_d_4,1303,357,1,t_314634_b_17960_tn_0,40201,t_316783_b_17960_tn_0,40430
100358,c_15331_b_17960_d_4,1304,358,1,t_287383_b_17960_tn_0,40103,t_287494_b_17960_tn_0,40622
100359,c_15331_b_17960_d_4,1305,359,1,t_287490_b_17960_tn_0,40430,t_287384_b_17960_tn_0,40103
100360,c_15331_b_17960_d_4,1306,360,1,t_287368_b_17960_tn_0,40265,t_287491_b_17960_tn_0,40430
100361,c_15331_b_17960_d_4,1307,361,1,t_287522_b_17960_tn_0,41315,t_287398_b_17960_tn_0,40201
100362,c_15331_b_17960_d_4,1308,362,1,t_287493_b_17960_tn_0,40617,t_315125_b_17960_tn_0,40201
100363,c_15331_b_17960_d_4,1309,363,1,t_287496_b_17960_tn_0,40430,t_287373_b_17960_tn_0,40265
100364,c_15331_b_17960_d_4,1310,364,1,t_287527_b_17960_tn_0,41032,t_314619_b_17960_tn_0,40265
100365,c_15331_b_17960_d_4,1311,365,1,t_383831_b_17960_tn_0,42008,t_315126_b_17960_tn_0,40201
100366,c_15331_b_17960_d_8,1401,366,1,t_288227_b_17960_tn_0,40197,t_287512_b_17960_tn_0,40696
100367,c_15331_b_17960_d_8,1402,367,1,t_314635_b_17960_tn_0,40201,t_288226_b_17960_tn_0,40201
100368,c_15331_b_17960_d_8,1403,368,1,t_288225_b_17960_tn_0,40201,t_315127_b_17960_tn_0,40201
100369,c_15331_b_17960_d_8,1404,369,1,t_288221_b_17960_tn_0,40103,t_314629_b_17960_tn_0,40284
100370,c_15331_b_17960_d_8,1405,370,1,t_288229_b_17960_tn_0,40430,t_288224_b_17960_tn_0,40284
100371,c_15331_b_17960_d_8,1406,371,1,t_287372_b_17960_tn_0,40265,t_287508_b_17960_tn_0,41316
100372,c_15331_b_17960_d_8,1407,372,1,t_287505_b_17960_tn_0,41315,t_288222_b_17960_tn_0,40103
100373,c_15331_b_17960_d_8,1408,373,1,t_288232_b_17960_tn_0,40617,t_288235_b_17960_tn_0,40430
100374,c_15331_b_17960_d_8,1409,374,1,t_288234_b_17960_tn_0,40430,t_288233_b_17960_tn_0,40622
100375,c_15331_b_17960_d_8,1410,375,1,t_383832_b_17960_tn_0,42008,t_288230_b_17960_tn_0,40430
100376,c_15331_b_17960_d_8,1411,376,1,t_287511_b_17960_tn_0,41032,t_316821_b_17960_tn_0,40430
100377,c_15473_b_16411_d_32,5052,377,1,t_317821_b_16411_tn_0,40113,t_317805_b_16411_tn_0,40103
100378,c_15473_b_16411_d_32,5053,378,1,t_317798_b_16411_tn_0,40103,t_317835_b_16411_tn_0,40113
100379,c_15473_b_16411_d_32,5054,379,1,t_317834_b_16411_tn_0,41321,t_317834_b_16411_tn_0,40103
100380,c_15473_b_16411_d_64,8052,380,1,t_317816_b_16411_tn_0,40113,t_317807_b_16411_tn_0,40103
100381,c_15473_b_16411_d_64,8053,381,1,t_317838_b_16411_tn_0,40103,t_317811_b_16411_tn_0,40113
100382,c_15473_b_none_d_64,8052,382,1,t_317816_b_none_tn_0,40113,t_317807_b_none_tn_0,40103
100383,c_15473_b_none_d_64,8053,383,1,t_317838_b_none_tn_0,40103,t_317811_b_none_tn_0,40113
100384,c_16159_b_17838_d_31,1001,384,1,t_527666_b_17838_tn_0,40430,t_527668_b_17838_tn_0,40113
100385,c_16159_b_17838_d_31,1002,385,1,t_527680_b_17838_tn_0,40430,t_527682_b_17838_tn_0,40113
100386,c_16159_b_17838_d_31,1003,386,1,t_527696_b_17838_tn_0,40430,t_527677_b_17838_tn_0,40113
100387,c_16159_b_17838_d_31,1004,387,1,t_527645_b_17838_tn_0,40430,t_528737_b_17838_tn_0,40158
100388,c_16159_b_17838_d_31,1005,388,1,t_527662_b_17838_tn_0,40113,t_527724_b_17838_tn_0,40113
100389,c_16159_b_17838_d_31,1006,389,1,t_527675_b_17838_tn_0,40113,t_527685_b_17838_tn_0,40113
100390,c_16159_b_17838_d_31,1007,390,1,t_527690_b_17838_tn_0,40113,t_527726_b_17838_tn_0,40430
100391,c_16159_b_17838_d_31,1008,391,1,t_527743_b_17838_tn_0,40113,t_527722_b_17838_tn_0,40430
100392,c_16159_b_17838_d_31,1009,392,1,t_528829_b_17838_tn_0,40158,t_528903_b_17838_tn_0,40430
100393,c_16159_b_17838_d_31,1010,393,1,t_528776_b_17838_tn_0,40158,t_528814_b_17838_tn_0,40158
100394,c_16159_b_17838_d_31,1011,394,1,t_528742_b_17838_tn_0,40158,t_528771_b_17838_tn_0,40158
100395,c_16159_b_17838_d_31,1012,395,1,t_528813_b_17838_tn_0,40158,t_529163_b_17838_tn_0,40430
100396,c_16159_b_17838_d_31,1013,396,1,t_529179_b_17838_tn_0,41350,t_528870_b_17838_tn_0,40430
100397,c_16159_b_17838_d_31,1014,397,1,t_528915_b_17838_tn_0,40430,t_528885_b_17838_tn_0,40430
100398,c_16159_b_17838_d_31,1015,398,1,t_528878_b_17838_tn_0,40430,t_528932_b_17838_tn_0,40513
100399,c_16159_b_17838_d_31,1016,399,1,t_528987_b_17838_tn_0,40583,t_529153_b_17838_tn_0,40430
100400,c_16159_b_17838_d_31,1017,400,1,t_528995_b_17838_tn_0,40430,t_528990_b_17838_tn_0,40584
100401,c_16159_b_17838_d_31,1018,401,1,t_529032_b_17838_tn_0,40430,t_529073_b_17838_tn_0,41317
100402,c_16159_b_17838_d_31,1019,402,1,t_529020_b_17838_tn_0,40430,t_529040_b_17838_tn_0,40430
100403,c_16159_b_17838_d_31,1020,403,1,t_529048_b_17838_tn_0,40430,t_528863_b_17838_tn_0,40430
100404,c_16159_b_17838_d_31,1021,404,1,t_529072_b_17838_tn_0,40697,t_529083_b_17838_tn_0,41317
100405,c_16159_b_17838_d_31,1022,405,1,t_529082_b_17838_tn_0,40697,t_529094_b_17838_tn_0,41317
100406,c_16159_b_17838_d_31,1023,406,1,t_529140_b_17838_tn_0,41317,t_529079_b_17838_tn_0,41317
100407,c_16159_b_17838_d_31,1024,407,1,t_529074_b_17838_tn_0,41317,t_529089_b_17838_tn_0,41317
100408,c_16159_b_17838_d_31,1025,408,1,t_529152_b_17838_tn_0,40728,t_529159_b_17838_tn_0,40430
100409,c_16159_b_17838_d_31,1026,409,1,t_529155_b_17838_tn_0,40728,t_529165_b_17838_tn_0,40430
100410,c_16159_b_17838_d_31,1027,410,1,t_529168_b_17838_tn_0,40430,t_529169_b_17838_tn_0,40430
100411,c_16159_b_17838_d_31,1028,411,1,t_529174_b_17838_tn_0,40430,t_529175_b_17838_tn_0,40430
100412,c_16159_b_17838_d_31,1030,412,1,t_528576_b_17838_tn_0,40430,t_528561_b_17838_tn_0,40430
100413,c_16159_b_17838_d_31,1031,413,1,t_528573_b_17838_tn_0,40694,t_528514_b_17838_tn_0,40695
100414,c_16159_b_17838_d_31,1032,414,1,t_528513_b_17838_tn_0,40694,t_528611_b_17838_tn_0,40695
100415,c_16159_b_17838_d_31,1033,415,1,t_528532_b_17838_tn_0,40694,t_528535_b_17838_tn_0,40695
100416,c_16159_b_17838_d_31,1034,416,1,t_528548_b_17838_tn_0,40694,t_528568_b_17838_tn_0,40695
100417,c_16159_b_17838_d_31,1035,417,1,t_528567_b_17838_tn_0,40694,t_528558_b_17838_tn_0,40430
100418,c_16159_b_17838_d_31,1036,418,1,t_528515_b_17838_tn_0,40694,t_528564_b_17838_tn_0,40695
100419,c_16159_b_17838_d_31,1037,419,1,t_528534_b_17838_tn_0,40694,t_528596_b_17838_tn_0,40695
100420,c_16159_b_17838_d_31,1050,420,1,t_528650_b_17838_tn_0,41321,t_528653_b_17838_tn_0,41321
100421,c_16159_b_17838_d_31,1051,421,1,t_528654_b_17838_tn_0,41321,t_528649_b_17838_tn_0,41321
100422,c_16159_b_17838_d_31,1052,422,1,t_528722_b_17838_tn_0,40800,t_528665_b_17838_tn_0,40800
100423,c_16159_b_17838_d_31,1053,423,1,t_528658_b_17838_tn_0,40430,t_528689_b_17838_tn_0,40430
100424,c_16159_b_17838_d_31,1054,424,1,t_528694_b_17838_tn_0,40430,t_528686_b_17838_tn_0,40430
100425,c_16159_b_17838_d_31,1055,425,1,t_528723_b_17838_tn_0,40430,t_528712_b_17838_tn_0,40430
100426,c_16159_b_17838_d_31,91201,426,1,t_528216_b_17838_tn_0,40463,t_528338_b_17838_tn_0,40695
100427,c_16159_b_17838_d_31,91202,427,1,t_527595_b_17838_tn_0,40430,t_527869_b_17838_tn_0,40430
100428,c_16159_b_17838_d_31,91203,428,1,t_527838_b_17838_tn_0,40512,t_527849_b_17838_tn_0,40430
100429,c_16159_b_17838_d_31,91204,429,1,t_528342_b_17838_tn_0,40694,t_528352_b_17838_tn_0,40695
100430,c_16159_b_17838_d_31,91205,430,1,t_527756_b_17838_tn_0,41332,t_527817_b_17838_tn_0,40513
100431,c_16159_b_17838_d_31,91206,431,1,t_528627_b_17838_tn_0,40694,t_528621_b_17838_tn_0,40103
100432,c_16159_b_17838_d_31,91207,432,1,t_528630_b_17838_tn_0,40103,t_528630_b_17838_tn_0,40695
100433,c_16159_b_17838_d_31,91208,433,1,t_528153_b_17838_tn_0,40694,t_528145_b_17838_tn_0,40695
100434,c_16159_b_17838_d_31,91209,434,1,t_528633_b_17838_tn_0,40694,t_528642_b_17838_tn_0,40695
100435,c_16159_b_17838_d_31,91210,435,1,t_528495_b_17838_tn_0,40463,t_528309_b_17838_tn_0,40695
100436,c_16159_b_17838_d_31,91211,436,1,t_527610_b_17838_tn_0,40430,t_527620_b_17838_tn_0,40430
100437,c_16159_b_17838_d_31,91212,437,1,t_527859_b_17838_tn_0,41072,t_527851_b_17838_tn_0,40430
100438,c_16159_b_17838_d_31,91213,438,1,t_528638_b_17838_tn_0,40694,t_527565_b_17838_tn_0,40430
100439,c_16159_b_17838_d_31,91214,439,1,t_527616_b_17838_tn_0,40103,t_527572_b_17838_tn_0,40430
100440,c_16159_b_17838_d_31,91215,440,1,t_527841_b_17838_tn_0,40512,t_527867_b_17838_tn_0,40430
100441,c_16159_b_17838_d_31,91216,441,1,t_528186_b_17838_tn_0,40694,t_528302_b_17838_tn_0,40695
100442,c_16159_b_17838_d_31,91217,442,1,t_528372_b_17838_tn_0,40463,t_528435_b_17838_tn_0,40113
100443,c_16159_b_17838_d_31,91218,443,1,t_527777_b_17838_tn_0,41332,t_527812_b_17838_tn_0,40513
100444,c_16159_b_17838_d_31,91219,444,1,t_528398_b_17838_tn_0,40463,t_528429_b_17838_tn_0,40113
100445,c_16159_b_17838_d_31,91220,445,1,t_527622_b_17838_tn_0,40430,t_527634_b_17838_tn_0,40430
100446,c_16159_b_17838_d_31,91221,446,1,t_528169_b_17838_tn_0,40463,t_528620_b_17838_tn_0,40695
100447,c_16159_b_17838_d_31,91222,447,1,t_528218_b_17838_tn_0,40694,t_528316_b_17838_tn_0,40695
100448,c_16159_b_17838_d_31,91223,448,1,t_527855_b_17838_tn_0,40430,t_527844_b_17838_tn_0,40430
100449,c_16159_b_17838_d_31,91224,449,1,t_527853_b_17838_tn_0,40430,t_527848_b_17838_tn_0,40430
100450,c_16159_b_17838_d_31,91225,450,1,t_527573_b_17838_tn_0,40103,t_528644_b_17838_tn_0,40695
100451,c_16159_b_17838_d_31,91226,451,1,t_527834_b_17838_tn_0,40430,t_527850_b_17838_tn_0,40430
100452,c_16159_b_17838_d_31,91227,452,1,t_528626_b_17838_tn_0,40103,t_528635_b_17838_tn_0,40103
100453,c_16159_b_17838_d_31,91228,453,1,t_527599_b_17838_tn_0,40430,t_527582_b_17838_tn_0,40103
100454,c_16159_b_17838_d_31,91229,454,1,t_527607_b_17838_tn_0,40103,t_527557_b_17838_tn_0,40103
100455,c_16159_b_17838_d_31,91230,455,1,t_528639_b_17838_tn_0,40103,t_527566_b_17838_tn_0,40430
100456,c_16159_b_17838_d_32,5001,456,1,t_527654_b_17838_tn_0,40430,t_527678_b_17838_tn_0,40430
100457,c_16159_b_17838_d_32,5002,457,1,t_527699_b_17838_tn_0,40113,t_527725_b_17838_tn_0,40113
100458,c_16159_b_17838_d_32,5004,458,1,t_528836_b_17838_tn_0,40158,t_528803_b_17838_tn_0,40158
100459,c_16159_b_17838_d_32,5005,459,1,t_528834_b_17838_tn_0,40158,t_528746_b_17838_tn_0,40158
100460,c_16159_b_17838_d_32,5006,460,1,t_528921_b_17838_tn_0,40512,t_528876_b_17838_tn_0,40430
100461,c_16159_b_17838_d_32,5007,461,1,t_528867_b_17838_tn_0,40512,t_527709_b_17838_tn_0,40430
100462,c_16159_b_17838_d_32,5008,462,1,t_528889_b_17838_tn_0,40430,t_528934_b_17838_tn_0,40430
100463,c_16159_b_17838_d_32,5009,463,1,t_528883_b_17838_tn_0,40430,t_527720_b_17838_tn_0,40430
100464,c_16159_b_17838_d_32,5010,464,1,t_528896_b_17838_tn_0,40430,t_528866_b_17838_tn_0,40513
100465,c_16159_b_17838_d_32,5011,465,1,t_528996_b_17838_tn_0,40583,t_528965_b_17838_tn_0,40430
100466,c_16159_b_17838_d_32,5012,466,1,t_529052_b_17838_tn_0,40430,t_527713_b_17838_tn_0,40430
100467,c_16159_b_17838_d_32,5013,467,1,t_529062_b_17838_tn_0,40430,t_529008_b_17838_tn_0,40430
100468,c_16159_b_17838_d_32,5014,468,1,t_529102_b_17838_tn_0,40673,t_529076_b_17838_tn_0,41317
100469,c_16159_b_17838_d_32,5015,469,1,t_529141_b_17838_tn_0,41317,t_529086_b_17838_tn_0,41317
100470,c_16159_b_17838_d_32,5016,470,1,t_529091_b_17838_tn_0,41317,t_527671_b_17838_tn_0,40430
100471,c_16159_b_17838_d_32,5017,471,1,t_529104_b_17838_tn_0,41317,t_529149_b_17838_tn_0,41317
100472,c_16159_b_17838_d_32,5018,472,1,t_528613_b_17838_tn_0,40430,t_528544_b_17838_tn_0,40430
100473,c_16159_b_17838_d_32,5019,473,1,t_528527_b_17838_tn_0,40430,t_528552_b_17838_tn_0,40430
100474,c_16159_b_17838_d_32,5020,474,1,t_528913_b_17838_tn_0,40430,t_528528_b_17838_tn_0,40430
100475,c_16159_b_17838_d_32,5021,475,1,t_528559_b_17838_tn_0,40430,t_528598_b_17838_tn_0,40430
100476,c_16159_b_17838_d_32,5022,476,1,t_528591_b_17838_tn_0,40430,t_528553_b_17838_tn_0,40430
100477,c_16159_b_17838_d_32,5055,477,1,t_528724_b_17838_tn_0,40430,t_528716_b_17838_tn_0,40430
100478,c_16159_b_17838_d_32,5056,478,1,t_528701_b_17838_tn_0,40430,t_528707_b_17838_tn_0,40430
100479,c_16159_b_17838_d_32,5057,479,1,t_528718_b_17838_tn_0,40800,t_528695_b_17838_tn_0,40800
100480,c_16159_b_17838_d_32,5058,480,1,t_528719_b_17838_tn_0,40430,t_528680_b_17838_tn_0,40430
100481,c_16159_b_17838_d_32,91601,481,1,t_528292_b_17838_tn_0,40463,t_528259_b_17838_tn_0,40430
100482,c_16159_b_17838_d_32,91602,482,1,t_527560_b_17838_tn_0,40430,t_527548_b_17838_tn_0,40430
100483,c_16159_b_17838_d_32,91603,483,1,t_528192_b_17838_tn_0,40694,t_528275_b_17838_tn_0,40695
100484,c_16159_b_17838_d_32,91604,484,1,t_528207_b_17838_tn_0,40694,t_528286_b_17838_tn_0,40695
100485,c_16159_b_17838_d_32,91605,485,1,t_527759_b_17838_tn_0,41332,t_527825_b_17838_tn_0,40523
100486,c_16159_b_17838_d_32,91606,486,1,t_528405_b_17838_tn_0,40113,t_528428_b_17838_tn_0,40113
100487,c_16159_b_17838_d_32,91607,487,1,t_527568_b_17838_tn_0,40103,t_528439_b_17838_tn_0,40430
100488,c_16159_b_17838_d_32,91608,488,1,t_528380_b_17838_tn_0,40463,t_527644_b_17838_tn_0,40103
100489,c_16159_b_17838_d_32,91609,489,1,t_527576_b_17838_tn_0,40430,t_527545_b_17838_tn_0,40430
100490,c_16159_b_17838_d_32,91610,490,1,t_528252_b_17838_tn_0,40694,t_528195_b_17838_tn_0,40695
100491,c_16159_b_17838_d_32,91611,491,1,t_527819_b_17838_tn_0,41332,t_527824_b_17838_tn_0,40523
100492,c_16159_b_17838_d_32,91612,492,1,t_528436_b_17838_tn_0,40113,t_528391_b_17838_tn_0,40113
100493,c_16159_b_17838_d_64,8001,493,1,t_527731_b_17838_tn_0,40430,t_527714_b_17838_tn_0,40430
100494,c_16159_b_17838_d_64,8002,494,1,t_527733_b_17838_tn_0,40113,t_527710_b_17838_tn_0,40113
100495,c_16159_b_17838_d_64,8004,495,1,t_528754_b_17838_tn_0,40158,t_528775_b_17838_tn_0,40158
100496,c_16159_b_17838_d_64,8005,496,1,t_528747_b_17838_tn_0,40158,t_528801_b_17838_tn_0,40158
100497,c_16159_b_17838_d_64,8006,497,1,t_528871_b_17838_tn_0,40512,t_528894_b_17838_tn_0,40430
100498,c_16159_b_17838_d_64,8007,498,1,t_528886_b_17838_tn_0,40512,t_527672_b_17838_tn_0,40430
100499,c_16159_b_17838_d_64,8008,499,1,t_528905_b_17838_tn_0,40430,t_528873_b_17838_tn_0,40430
100500,c_16159_b_17838_d_64,8009,500,1,t_528900_b_17838_tn_0,40430,t_527695_b_17838_tn_0,40430
100501,c_16159_b_17838_d_64,8010,501,1,t_528923_b_17838_tn_0,40430,t_528881_b_17838_tn_0,40513
100502,c_16159_b_17838_d_64,8011,502,1,t_528959_b_17838_tn_0,40583,t_528982_b_17838_tn_0,40430
100503,c_16159_b_17838_d_64,8012,503,1,t_529056_b_17838_tn_0,40430,t_527734_b_17838_tn_0,40430
